filename,date_str,date_only,time_only,hour,file_date_str,file_path,エントランス_visitors,エントランス_likes,メインロビー_visitors,メインロビー_likes,研究成果・技術内容_visitors,研究成果・技術内容_likes,CSAP_visitors,CSAP_likes,地域貢献・展開_visitors,地域貢献・展開_likes,ものづくり教育_visitors,ものづくり教育_likes
IPTeCA_20251129_060521_JST.html,2025/11/29 6:05,2025/11/29,6:05:21,6,2025/12/1 1:04,html/IPTeCA_20251129_060521_JST.html,297,4,262,4,151,4,63,1,67,1,102,1
IPTeCA_20251130_000301_JST.html,2025/11/30 0:03,2025/11/30,0:03:01,0,2025/12/1 1:04,html/IPTeCA_20251130_000301_JST.html,308,4,278,5,158,5,63,2,67,2,102,2
IPTeCA_20251130_131749_JST.html,2025/11/30 13:17,2025/11/30,13:17:49,13,2025/12/1 1:04,html/IPTeCA_20251130_131749_JST.html,308,4,278,5,160,5,65,2,68,2,103,2
IPTeCA_20251130_180543_JST.html,2025/11/30 18:05,2025/11/30,18:05:43,18,2025/12/1 1:04,html/IPTeCA_20251130_180543_JST.html,308,4,278,5,161,5,65,2,68,2,103,2
IPTeCA_20251130_060452_JST.html,2025/11/30 6:04,2025/11/30,6:04:52,6,2025/12/1 1:04,html/IPTeCA_20251130_060452_JST.html,308,4,278,5,160,5,65,2,68,2,103,2
IPTeCA_20251201_000307_JST.html,2025/12/1 0:03,2025/12/1,0:03:07,0,2025/12/1 1:04,html/IPTeCA_20251201_000307_JST.html,309,4,278,5,161,5,65,2,68,2,103,2
IPTeCA_20260101_000316_JST.html,2026-01-01 00:03:16,2026-01-01,00:03:16,0,2026-01-30 18:33:33,html/IPTeCA_20260101_000316_JST.html,438,21,414,11,253,12,128,7,145,7,176,8
IPTeCA_20260101_060541_JST.html,2026-01-01 06:05:41,2026-01-01,06:05:41,6,2026-01-30 18:33:33,html/IPTeCA_20260101_060541_JST.html,438,21,414,11,253,12,128,7,145,7,176,8
IPTeCA_20260101_132553_JST.html,2026-01-01 13:25:53,2026-01-01,13:25:53,13,2026-01-30 18:33:33,html/IPTeCA_20260101_132553_JST.html,440,21,415,11,253,12,128,7,145,7,176,8
IPTeCA_20260101_180800_JST.html,2026-01-01 18:08:00,2026-01-01,18:08:00,18,2026-01-30 18:33:33,html/IPTeCA_20260101_180800_JST.html,440,21,415,11,253,12,128,7,145,7,176,8
IPTeCA_20260102_000324_JST.html,2026-01-02 00:03:24,2026-01-02,00:03:24,0,2026-01-30 18:33:33,html/IPTeCA_20260102_000324_JST.html,440,21,415,11,253,12,128,7,145,7,176,8
IPTeCA_20260102_060541_JST.html,2026-01-02 06:05:41,2026-01-02,06:05:41,6,2026-01-30 18:33:33,html/IPTeCA_20260102_060541_JST.html,440,21,415,11,253,12,128,7,145,7,176,8
IPTeCA_20260102_132231_JST.html,2026-01-02 13:22:31,2026-01-02,13:22:31,13,2026-01-30 18:33:33,html/IPTeCA_20260102_132231_JST.html,440,21,415,11,253,12,128,7,145,7,176,8
IPTeCA_20260102_180733_JST.html,2026-01-02 18:07:33,2026-01-02,18:07:33,18,2026-01-30 18:33:33,html/IPTeCA_20260102_180733_JST.html,440,21,415,11,253,12,128,7,145,7,176,8
IPTeCA_20260103_000350_JST.html,2026-01-03 00:03:50,2026-01-03,00:03:50,0,2026-01-30 18:33:33,html/IPTeCA_20260103_000350_JST.html,440,21,415,11,253,12,128,7,145,7,176,8
IPTeCA_20260103_060512_JST.html,2026-01-03 06:05:12,2026-01-03,06:05:12,6,2026-01-30 18:33:33,html/IPTeCA_20260103_060512_JST.html,440,21,415,11,253,12,128,7,145,7,176,8
IPTeCA_20260103_131510_JST.html,2026-01-03 13:15:10,2026-01-03,13:15:10,13,2026-01-30 18:33:33,html/IPTeCA_20260103_131510_JST.html,440,21,415,11,253,12,128,7,145,7,176,8
IPTeCA_20260103_180542_JST.html,2026-01-03 18:05:42,2026-01-03,18:05:42,18,2026-01-30 18:33:33,html/IPTeCA_20260103_180542_JST.html,440,21,415,11,253,12,128,7,145,7,176,8
IPTeCA_20260104_000259_JST.html,2026-01-04 00:02:59,2026-01-04,00:02:59,0,2026-01-30 18:33:33,html/IPTeCA_20260104_000259_JST.html,440,21,415,11,253,12,128,7,145,7,176,8
IPTeCA_20260104_060514_JST.html,2026-01-04 06:05:14,2026-01-04,06:05:14,6,2026-01-30 18:33:33,html/IPTeCA_20260104_060514_JST.html,440,21,415,11,253,12,128,7,145,7,176,8
IPTeCA_20260104_132629_JST.html,2026-01-04 13:26:29,2026-01-04,13:26:29,13,2026-01-30 18:33:33,html/IPTeCA_20260104_132629_JST.html,440,21,415,11,253,12,128,7,145,7,176,8
IPTeCA_20260104_180541_JST.html,2026-01-04 18:05:41,2026-01-04,18:05:41,18,2026-01-30 18:33:33,html/IPTeCA_20260104_180541_JST.html,440,21,415,11,253,12,128,7,145,7,176,8
IPTeCA_20260105_000259_JST.html,2026-01-05 00:02:59,2026-01-05,00:02:59,0,2026-01-30 18:33:33,html/IPTeCA_20260105_000259_JST.html,440,21,415,11,253,12,128,7,145,7,176,8
IPTeCA_20260105_060505_JST.html,2026-01-05 06:05:05,2026-01-05,06:05:05,6,2026-01-30 18:33:33,html/IPTeCA_20260105_060505_JST.html,440,21,415,11,253,12,128,7,145,7,176,8
IPTeCA_20260105_133043_JST.html,2026-01-05 13:30:43,2026-01-05,13:30:43,13,2026-01-30 18:33:33,html/IPTeCA_20260105_133043_JST.html,440,21,415,11,253,12,128,7,145,7,176,8
IPTeCA_20260105_181034_JST.html,2026-01-05 18:10:34,2026-01-05,18:10:34,18,2026-01-30 18:33:33,html/IPTeCA_20260105_181034_JST.html,440,21,415,11,253,12,128,7,145,7,176,8
IPTeCA_20260106_000412_JST.html,2026-01-06 00:04:12,2026-01-06,00:04:12,0,2026-01-30 18:33:33,html/IPTeCA_20260106_000412_JST.html,440,21,415,11,253,12,128,7,145,7,176,8
IPTeCA_20260106_060539_JST.html,2026-01-06 06:05:39,2026-01-06,06:05:39,6,2026-01-30 18:33:33,html/IPTeCA_20260106_060539_JST.html,440,21,415,11,253,12,128,7,145,7,176,8
IPTeCA_20260106_132137_JST.html,2026-01-06 13:21:37,2026-01-06,13:21:37,13,2026-01-30 18:33:33,html/IPTeCA_20260106_132137_JST.html,440,21,415,11,253,12,128,7,145,7,176,8
IPTeCA_20260106_180844_JST.html,2026-01-06 18:08:44,2026-01-06,18:08:44,18,2026-01-30 18:33:33,html/IPTeCA_20260106_180844_JST.html,440,21,415,11,253,12,128,7,145,7,176,8
IPTeCA_20260107_000312_JST.html,2026-01-07 00:03:12,2026-01-07,00:03:12,0,2026-01-30 18:33:33,html/IPTeCA_20260107_000312_JST.html,440,21,415,11,253,12,128,7,145,7,176,8
IPTeCA_20260107_060526_JST.html,2026-01-07 06:05:26,2026-01-07,06:05:26,6,2026-01-30 18:33:33,html/IPTeCA_20260107_060526_JST.html,440,21,415,11,253,12,128,7,145,7,176,8
IPTeCA_20260107_132209_JST.html,2026-01-07 13:22:09,2026-01-07,13:22:09,13,2026-01-30 18:33:33,html/IPTeCA_20260107_132209_JST.html,440,21,415,11,253,12,128,7,145,7,176,8
IPTeCA_20260107_180948_JST.html,2026-01-07 18:09:48,2026-01-07,18:09:48,18,2026-01-30 18:33:33,html/IPTeCA_20260107_180948_JST.html,480,21,452,11,255,12,128,7,145,7,176,8
IPTeCA_20260108_000407_JST.html,2026-01-08 00:04:07,2026-01-08,00:04:07,0,2026-01-30 18:33:33,html/IPTeCA_20260108_000407_JST.html,480,21,452,11,255,12,128,7,145,7,176,8
IPTeCA_20260108_060536_JST.html,2026-01-08 06:05:36,2026-01-08,06:05:36,6,2026-01-30 18:33:33,html/IPTeCA_20260108_060536_JST.html,480,21,452,11,255,12,128,7,145,7,176,8
IPTeCA_20260108_132158_JST.html,2026-01-08 13:21:58,2026-01-08,13:21:58,13,2026-01-30 18:33:33,html/IPTeCA_20260108_132158_JST.html,480,21,457,11,258,12,128,7,145,7,176,8
IPTeCA_20260108_180936_JST.html,2026-01-08 18:09:36,2026-01-08,18:09:36,18,2026-01-30 18:33:33,html/IPTeCA_20260108_180936_JST.html,480,21,457,11,258,12,128,7,145,7,176,8
IPTeCA_20260109_000534_JST.html,2026-01-09 00:05:34,2026-01-09,00:05:34,0,2026-01-30 18:33:33,html/IPTeCA_20260109_000534_JST.html,480,21,457,11,258,12,128,7,145,7,176,8
IPTeCA_20260109_060631_JST.html,2026-01-09 06:06:31,2026-01-09,06:06:31,6,2026-01-30 18:33:33,html/IPTeCA_20260109_060631_JST.html,480,21,457,11,258,12,128,7,145,7,176,8
IPTeCA_20260109_132221_JST.html,2026-01-09 13:22:21,2026-01-09,13:22:21,13,2026-01-30 18:33:33,html/IPTeCA_20260109_132221_JST.html,480,21,457,11,258,12,128,7,145,7,176,8
IPTeCA_20260109_180914_JST.html,2026-01-09 18:09:14,2026-01-09,18:09:14,18,2026-01-30 18:33:33,html/IPTeCA_20260109_180914_JST.html,480,21,457,11,258,12,128,7,145,7,176,8
IPTeCA_20260110_000330_JST.html,2026-01-10 00:03:30,2026-01-10,00:03:30,0,2026-01-30 18:33:33,html/IPTeCA_20260110_000330_JST.html,480,21,457,11,258,12,128,7,145,7,176,8
IPTeCA_20260110_060606_JST.html,2026-01-10 06:06:06,2026-01-10,06:06:06,6,2026-01-30 18:33:33,html/IPTeCA_20260110_060606_JST.html,480,21,457,11,258,12,128,7,145,7,176,8
IPTeCA_20260110_131633_JST.html,2026-01-10 13:16:33,2026-01-10,13:16:33,13,2026-01-30 18:33:33,html/IPTeCA_20260110_131633_JST.html,480,21,457,11,258,12,128,7,145,7,176,8
IPTeCA_20260110_180545_JST.html,2026-01-10 18:05:45,2026-01-10,18:05:45,18,2026-01-30 18:33:33,html/IPTeCA_20260110_180545_JST.html,481,21,458,11,258,12,128,7,145,7,176,8
IPTeCA_20260111_000301_JST.html,2026-01-11 00:03:01,2026-01-11,00:03:01,0,2026-01-30 18:33:33,html/IPTeCA_20260111_000301_JST.html,481,21,458,11,258,12,128,7,145,7,176,8
IPTeCA_20260111_060452_JST.html,2026-01-11 06:04:52,2026-01-11,06:04:52,6,2026-01-30 18:33:33,html/IPTeCA_20260111_060452_JST.html,481,21,458,11,258,12,128,7,145,7,176,8
IPTeCA_20260111_132549_JST.html,2026-01-11 13:25:49,2026-01-11,13:25:49,13,2026-01-30 18:33:33,html/IPTeCA_20260111_132549_JST.html,481,21,458,11,258,12,128,7,145,7,176,8
IPTeCA_20260111_180551_JST.html,2026-01-11 18:05:51,2026-01-11,18:05:51,18,2026-01-30 18:33:33,html/IPTeCA_20260111_180551_JST.html,481,21,458,11,258,12,128,7,145,7,176,8
IPTeCA_20260112_000259_JST.html,2026-01-12 00:02:59,2026-01-12,00:02:59,0,2026-01-30 18:33:33,html/IPTeCA_20260112_000259_JST.html,481,21,458,11,258,12,128,7,145,7,176,8
IPTeCA_20260112_060523_JST.html,2026-01-12 06:05:23,2026-01-12,06:05:23,6,2026-01-30 18:33:33,html/IPTeCA_20260112_060523_JST.html,481,21,458,11,258,12,128,7,145,7,176,8
IPTeCA_20260112_132700_JST.html,2026-01-12 13:27:00,2026-01-12,13:27:00,13,2026-01-30 18:33:33,html/IPTeCA_20260112_132700_JST.html,481,21,458,11,258,12,128,7,145,7,176,8
IPTeCA_20260112_181037_JST.html,2026-01-12 18:10:37,2026-01-12,18:10:37,18,2026-01-30 18:33:33,html/IPTeCA_20260112_181037_JST.html,481,21,458,11,258,12,128,7,145,7,176,8
IPTeCA_20260113_000452_JST.html,2026-01-13 00:04:52,2026-01-13,00:04:52,0,2026-01-30 18:33:33,html/IPTeCA_20260113_000452_JST.html,481,21,458,11,258,12,128,7,145,7,176,8
IPTeCA_20260113_060616_JST.html,2026-01-13 06:06:16,2026-01-13,06:06:16,6,2026-01-30 18:33:33,html/IPTeCA_20260113_060616_JST.html,481,21,458,11,258,12,128,7,145,7,176,8
IPTeCA_20260113_132156_JST.html,2026-01-13 13:21:56,2026-01-13,13:21:56,13,2026-01-30 18:33:33,html/IPTeCA_20260113_132156_JST.html,481,21,458,11,259,12,128,7,145,7,176,8
IPTeCA_20260113_180856_JST.html,2026-01-13 18:08:56,2026-01-13,18:08:56,18,2026-01-30 18:33:33,html/IPTeCA_20260113_180856_JST.html,524,21,473,11,288,12,130,7,147,7,178,8
IPTeCA_20260114_000457_JST.html,2026-01-14 00:04:57,2026-01-14,00:04:57,0,2026-01-30 18:33:33,html/IPTeCA_20260114_000457_JST.html,530,21,479,11,290,12,130,7,148,7,178,8
IPTeCA_20260114_060604_JST.html,2026-01-14 06:06:04,2026-01-14,06:06:04,6,2026-01-30 18:33:33,html/IPTeCA_20260114_060604_JST.html,530,21,479,11,290,12,130,7,148,7,178,8
IPTeCA_20260114_132611_JST.html,2026-01-14 13:26:11,2026-01-14,13:26:11,13,2026-01-30 18:33:33,html/IPTeCA_20260114_132611_JST.html,531,21,481,11,290,12,130,7,148,7,179,8
IPTeCA_20260114_180938_JST.html,2026-01-14 18:09:38,2026-01-14,18:09:38,18,2026-01-30 18:33:33,html/IPTeCA_20260114_180938_JST.html,532,21,485,11,293,12,132,7,192,7,181,8
IPTeCA_20260115_000508_JST.html,2026-01-15 00:05:08,2026-01-15,00:05:08,0,2026-01-30 18:33:33,html/IPTeCA_20260115_000508_JST.html,532,21,485,11,293,12,132,7,193,7,181,8
IPTeCA_20260115_060611_JST.html,2026-01-15 06:06:11,2026-01-15,06:06:11,6,2026-01-30 18:33:33,html/IPTeCA_20260115_060611_JST.html,532,21,485,11,293,12,132,7,193,7,181,8
IPTeCA_20260115_132302_JST.html,2026-01-15 13:23:02,2026-01-15,13:23:02,13,2026-01-30 18:33:33,html/IPTeCA_20260115_132302_JST.html,532,21,485,11,293,12,132,7,193,7,181,8
IPTeCA_20260115_180853_JST.html,2026-01-15 18:08:53,2026-01-15,18:08:53,18,2026-01-30 18:33:33,html/IPTeCA_20260115_180853_JST.html,532,21,485,11,293,12,132,7,193,7,181,8
IPTeCA_20260116_000420_JST.html,2026-01-16 00:04:20,2026-01-16,00:04:20,0,2026-01-30 18:33:33,html/IPTeCA_20260116_000420_JST.html,532,21,485,11,293,12,132,7,193,7,181,8
IPTeCA_20260116_060551_JST.html,2026-01-16 06:05:51,2026-01-16,06:05:51,6,2026-01-30 18:33:33,html/IPTeCA_20260116_060551_JST.html,532,21,485,11,293,12,132,7,193,7,181,8
IPTeCA_20260116_132202_JST.html,2026-01-16 13:22:02,2026-01-16,13:22:02,13,2026-01-30 18:33:33,html/IPTeCA_20260116_132202_JST.html,532,21,485,11,293,12,132,7,193,7,181,8
IPTeCA_20260116_180802_JST.html,2026-01-16 18:08:02,2026-01-16,18:08:02,18,2026-01-30 18:33:33,html/IPTeCA_20260116_180802_JST.html,532,21,486,11,293,12,132,7,193,7,181,8
IPTeCA_20260117_000430_JST.html,2026-01-17 00:04:30,2026-01-17,00:04:30,0,2026-01-30 18:33:33,html/IPTeCA_20260117_000430_JST.html,532,21,486,11,294,12,132,7,193,7,182,8
IPTeCA_20260117_060603_JST.html,2026-01-17 06:06:03,2026-01-17,06:06:03,6,2026-01-30 18:33:33,html/IPTeCA_20260117_060603_JST.html,532,21,486,11,294,12,132,7,193,7,182,8
IPTeCA_20260117_131511_JST.html,2026-01-17 13:15:11,2026-01-17,13:15:11,13,2026-01-30 18:33:33,html/IPTeCA_20260117_131511_JST.html,532,21,486,11,294,12,132,7,193,7,182,8
IPTeCA_20260117_180539_JST.html,2026-01-17 18:05:39,2026-01-17,18:05:39,18,2026-01-30 18:33:33,html/IPTeCA_20260117_180539_JST.html,534,21,488,11,295,12,132,7,193,7,183,9
IPTeCA_20260118_000304_JST.html,2026-01-18 00:03:04,2026-01-18,00:03:04,0,2026-01-30 18:33:33,html/IPTeCA_20260118_000304_JST.html,534,21,488,11,295,12,132,7,193,7,183,9
IPTeCA_20260118_060443_JST.html,2026-01-18 06:04:43,2026-01-18,06:04:43,6,2026-01-30 18:33:33,html/IPTeCA_20260118_060443_JST.html,534,21,488,11,295,12,132,7,193,7,183,9
IPTeCA_20260118_132238_JST.html,2026-01-18 13:22:38,2026-01-18,13:22:38,13,2026-01-30 18:33:33,html/IPTeCA_20260118_132238_JST.html,534,21,488,11,295,12,132,7,193,7,183,9
IPTeCA_20260118_180550_JST.html,2026-01-18 18:05:50,2026-01-18,18:05:50,18,2026-01-30 18:33:33,html/IPTeCA_20260118_180550_JST.html,534,21,488,11,295,12,132,7,193,7,183,9
IPTeCA_20260119_000250_JST.html,2026-01-19 00:02:50,2026-01-19,00:02:50,0,2026-01-30 18:33:33,html/IPTeCA_20260119_000250_JST.html,534,21,488,11,296,12,132,7,193,7,183,9
IPTeCA_20260119_060520_JST.html,2026-01-19 06:05:20,2026-01-19,06:05:20,6,2026-01-30 18:33:33,html/IPTeCA_20260119_060520_JST.html,534,21,488,11,296,12,132,7,193,7,183,9
IPTeCA_20260119_132800_JST.html,2026-01-19 13:28:00,2026-01-19,13:28:00,13,2026-01-30 18:33:33,html/IPTeCA_20260119_132800_JST.html,534,21,488,11,296,12,132,7,193,7,183,9
IPTeCA_20260119_181144_JST.html,2026-01-19 18:11:44,2026-01-19,18:11:44,18,2026-01-30 18:33:33,html/IPTeCA_20260119_181144_JST.html,534,21,488,11,296,12,132,7,193,7,183,9
IPTeCA_20260120_000502_JST.html,2026-01-20 00:05:02,2026-01-20,00:05:02,0,2026-01-30 18:33:33,html/IPTeCA_20260120_000502_JST.html,534,21,488,11,296,12,132,7,193,7,183,9
IPTeCA_20260120_060545_JST.html,2026-01-20 06:05:45,2026-01-20,06:05:45,6,2026-01-30 18:33:33,html/IPTeCA_20260120_060545_JST.html,534,21,488,11,296,12,132,7,193,7,183,9
IPTeCA_20260120_132514_JST.html,2026-01-20 13:25:14,2026-01-20,13:25:14,13,2026-01-30 18:33:33,html/IPTeCA_20260120_132514_JST.html,534,21,488,11,296,12,132,7,193,7,183,9
IPTeCA_20260120_181117_JST.html,2026-01-20 18:11:17,2026-01-20,18:11:17,18,2026-01-30 18:33:33,html/IPTeCA_20260120_181117_JST.html,534,21,488,11,296,12,132,7,193,7,183,9
IPTeCA_20260121_000709_JST.html,2026-01-21 00:07:09,2026-01-21,00:07:09,0,2026-01-30 18:33:33,html/IPTeCA_20260121_000709_JST.html,534,21,488,11,296,12,132,7,193,7,183,9
IPTeCA_20260121_060652_JST.html,2026-01-21 06:06:52,2026-01-21,06:06:52,6,2026-01-30 18:33:33,html/IPTeCA_20260121_060652_JST.html,534,21,488,11,296,12,132,7,193,7,183,9
IPTeCA_20260121_132439_JST.html,2026-01-21 13:24:39,2026-01-21,13:24:39,13,2026-01-30 18:33:33,html/IPTeCA_20260121_132439_JST.html,534,21,488,11,296,12,132,7,193,7,183,9
IPTeCA_20260121_181019_JST.html,2026-01-21 18:10:19,2026-01-21,18:10:19,18,2026-01-30 18:33:33,html/IPTeCA_20260121_181019_JST.html,534,21,488,11,296,12,132,7,193,7,183,9
IPTeCA_20260122_000706_JST.html,2026-01-22 00:07:06,2026-01-22,00:07:06,0,2026-01-30 18:33:33,html/IPTeCA_20260122_000706_JST.html,534,21,488,11,296,12,132,7,193,7,183,9
IPTeCA_20260122_060952_JST.html,2026-01-22 06:09:52,2026-01-22,06:09:52,6,2026-01-30 18:33:33,html/IPTeCA_20260122_060952_JST.html,534,21,488,11,296,12,132,7,193,7,183,9
IPTeCA_20260122_132602_JST.html,2026-01-22 13:26:02,2026-01-22,13:26:02,13,2026-01-30 18:33:33,html/IPTeCA_20260122_132602_JST.html,534,21,488,11,296,12,132,7,193,7,183,9
IPTeCA_20260122_181113_JST.html,2026-01-22 18:11:13,2026-01-22,18:11:13,18,2026-01-30 18:33:33,html/IPTeCA_20260122_181113_JST.html,534,21,488,11,296,12,132,7,193,7,183,9
IPTeCA_20260123_000713_JST.html,2026-01-23 00:07:13,2026-01-23,00:07:13,0,2026-01-30 18:33:33,html/IPTeCA_20260123_000713_JST.html,534,21,488,11,296,12,132,7,193,7,183,9
IPTeCA_20260123_060658_JST.html,2026-01-23 06:06:58,2026-01-23,06:06:58,6,2026-01-30 18:33:33,html/IPTeCA_20260123_060658_JST.html,534,21,488,11,296,12,132,7,193,7,183,9
IPTeCA_20260123_132354_JST.html,2026-01-23 13:23:54,2026-01-23,13:23:54,13,2026-01-30 18:33:33,html/IPTeCA_20260123_132354_JST.html,534,21,488,11,296,12,132,7,193,7,183,9
IPTeCA_20260123_180939_JST.html,2026-01-23 18:09:39,2026-01-23,18:09:39,18,2026-01-30 18:33:33,html/IPTeCA_20260123_180939_JST.html,534,21,488,11,296,12,132,7,193,7,183,9
IPTeCA_20260124_000504_JST.html,2026-01-24 00:05:04,2026-01-24,00:05:04,0,2026-01-30 18:33:33,html/IPTeCA_20260124_000504_JST.html,534,21,491,11,322,12,132,7,193,7,187,10
IPTeCA_20260124_060533_JST.html,2026-01-24 06:05:33,2026-01-24,06:05:33,6,2026-01-30 18:33:33,html/IPTeCA_20260124_060533_JST.html,534,21,491,11,322,12,132,7,193,7,187,10
IPTeCA_20260124_131841_JST.html,2026-01-24 13:18:41,2026-01-24,13:18:41,13,2026-01-30 18:33:33,html/IPTeCA_20260124_131841_JST.html,534,21,491,11,322,12,132,7,193,7,187,10
IPTeCA_20260124_180543_JST.html,2026-01-24 18:05:43,2026-01-24,18:05:43,18,2026-01-30 18:33:33,html/IPTeCA_20260124_180543_JST.html,534,21,491,11,322,12,132,7,193,7,187,10
IPTeCA_20260125_000303_JST.html,2026-01-25 00:03:03,2026-01-25,00:03:03,0,2026-01-30 18:33:33,html/IPTeCA_20260125_000303_JST.html,534,21,491,11,322,12,132,7,193,7,187,10
IPTeCA_20260125_060456_JST.html,2026-01-25 06:04:56,2026-01-25,06:04:56,6,2026-01-30 18:33:33,html/IPTeCA_20260125_060456_JST.html,534,21,491,11,322,12,132,7,193,7,187,10
IPTeCA_20260125_132847_JST.html,2026-01-25 13:28:47,2026-01-25,13:28:47,13,2026-01-30 18:33:33,html/IPTeCA_20260125_132847_JST.html,534,21,491,11,322,12,132,7,193,7,187,10
IPTeCA_20260125_180609_JST.html,2026-01-25 18:06:09,2026-01-25,18:06:09,18,2026-01-30 18:33:33,html/IPTeCA_20260125_180609_JST.html,534,21,491,11,322,12,132,7,193,7,187,10
IPTeCA_20260126_000311_JST.html,2026-01-26 00:03:11,2026-01-26,00:03:11,0,2026-01-30 18:33:33,html/IPTeCA_20260126_000311_JST.html,534,21,491,11,322,12,132,7,193,7,187,10
IPTeCA_20260126_060529_JST.html,2026-01-26 06:05:29,2026-01-26,06:05:29,6,2026-01-30 18:33:33,html/IPTeCA_20260126_060529_JST.html,534,21,491,11,322,12,132,7,193,7,187,10
IPTeCA_20260126_133015_JST.html,2026-01-26 13:30:15,2026-01-26,13:30:15,13,2026-01-30 18:33:33,html/IPTeCA_20260126_133015_JST.html,534,21,491,11,322,12,132,7,193,7,187,10
IPTeCA_20260126_181155_JST.html,2026-01-26 18:11:55,2026-01-26,18:11:55,18,2026-01-30 18:33:33,html/IPTeCA_20260126_181155_JST.html,534,21,491,11,322,12,132,7,193,7,187,10
IPTeCA_20260127_000546_JST.html,2026-01-27 00:05:46,2026-01-27,00:05:46,0,2026-01-30 18:33:33,html/IPTeCA_20260127_000546_JST.html,534,21,491,11,322,12,132,7,193,7,187,10
IPTeCA_20260127_060717_JST.html,2026-01-27 06:07:17,2026-01-27,06:07:17,6,2026-01-30 18:33:33,html/IPTeCA_20260127_060717_JST.html,534,21,491,11,322,12,132,7,193,7,187,10
IPTeCA_20260127_132508_JST.html,2026-01-27 13:25:08,2026-01-27,13:25:08,13,2026-01-30 18:33:33,html/IPTeCA_20260127_132508_JST.html,534,21,491,11,322,12,132,7,193,7,187,10
IPTeCA_20260127_181049_JST.html,2026-01-27 18:10:49,2026-01-27,18:10:49,18,2026-01-30 18:33:33,html/IPTeCA_20260127_181049_JST.html,534,21,491,11,322,12,132,7,193,7,187,10
IPTeCA_20260128_000751_JST.html,2026-01-28 00:07:51,2026-01-28,00:07:51,0,2026-01-30 18:33:33,html/IPTeCA_20260128_000751_JST.html,534,21,491,11,322,12,132,7,193,7,187,10
IPTeCA_20260128_060451_JST.html,2026-01-28 06:04:51,2026-01-28,06:04:51,6,2026-01-30 18:33:33,html/IPTeCA_20260128_060451_JST.html,534,21,491,11,322,12,132,7,193,7,187,10
IPTeCA_20260128_132436_JST.html,2026-01-28 13:24:36,2026-01-28,13:24:36,13,2026-01-30 18:33:33,html/IPTeCA_20260128_132436_JST.html,534,21,491,11,322,12,132,7,193,7,187,10
IPTeCA_20260128_181152_JST.html,2026-01-28 18:11:52,2026-01-28,18:11:52,18,2026-01-30 18:33:33,html/IPTeCA_20260128_181152_JST.html,566,21,519,10,346,12,133,7,196,7,192,10
IPTeCA_20260129_000729_JST.html,2026-01-29 00:07:29,2026-01-29,00:07:29,0,2026-01-30 18:33:33,html/IPTeCA_20260129_000729_JST.html,566,21,519,10,346,12,133,7,196,7,192,10
IPTeCA_20260129_061005_JST.html,2026-01-29 06:10:05,2026-01-29,06:10:05,6,2026-01-30 18:33:33,html/IPTeCA_20260129_061005_JST.html,566,21,519,10,346,12,133,7,196,7,192,10
IPTeCA_20260129_133707_JST.html,2026-01-29 13:37:07,2026-01-29,13:37:07,13,2026-01-30 18:33:33,html/IPTeCA_20260129_133707_JST.html,567,21,520,11,346,12,133,7,199,7,192,10
IPTeCA_20260129_181605_JST.html,2026-01-29 18:16:05,2026-01-29,18:16:05,18,2026-01-30 18:33:33,html/IPTeCA_20260129_181605_JST.html,567,21,521,11,347,12,135,8,201,7,202,10
IPTeCA_20260130_001055_JST.html,2026-01-30 00:10:55,2026-01-30,00:10:55,0,2026-01-30 18:33:33,html/IPTeCA_20260130_001055_JST.html,624,21,582,11,353,12,145,8,208,7,212,10
IPTeCA_20260130_060802_JST.html,2026-01-30 06:08:02,2026-01-30,06:08:02,6,2026-01-30 18:33:33,html/IPTeCA_20260130_060802_JST.html,624,21,582,11,353,12,145,8,210,7,212,10
IPTeCA_20260130_133711_JST.html,2026-01-30 13:37:11,2026-01-30,13:37:11,13,2026-01-30 18:33:33,html/IPTeCA_20260130_133711_JST.html,624,21,584,11,354,12,146,8,211,7,213,10
IPTeCA_20260130_181451_JST.html,2026-01-30 18:14:51,2026-01-30,18:14:51,18,2026-01-30 18:33:33,html/IPTeCA_20260130_181451_JST.html,626,21,587,12,356,13,150,9,212,8,225,10
